"","x"
"1355",263070.053703478
"1356",904256.299836445
"1357",530055.040721319
"1358",1886965.80912295
"1359",245757.281974397
"1360",1377769.01673155
"1361",386451.758985668
"1362",244551.267896584
"1363",724337.75303203
"1364",295314.291700355
"1365",472892.141553975
"1366",1487440.53435841
"1367",350679.877253897
"1368",551704.804845218
"1369",2362860.04006523
"1370",347051.614003012
"1371",756879.402544407
"1372",167346.321105774
"1373",786013.054773681
"1374",310184.305449749
"1375",207431.319372872
"1376",193978.755179356
"1377",649864.400206411
"1378",289324.451368802
"1379",333101.225420619
"1380",241284.491959729
"1381",588767.195421782
"1382",906126.815588258
"1383",268687.513363776
"1384",409068.63542635
"1385",247361.515852401
"1386",424502.083499742
"1387",349809.874568185
"1388",435430.415110324
"1389",258292.773306047
"1390",403582.502032204
"1391",678452.698650442
"1392",203906.27890043
"1393",490767.155517048
"1394",713410.793655234
"1395",389830.766575128
"1396",769205.844957719
"1397",346826.022366338
"1398",645994.987546103
"1399",309637.624067026
"1400",982429.678563442
"1401",580418.580333168
"1402",549597.690957047
"1403",627355.080512233
"1404",290725.109804206
"1405",473975.654190436
"1406",573215.679079953
"1407",318812.76345268
"1408",541104.707681345
"1409",600410.468663077
"1410",396844.368248061
"1411",436540.167356621
"1412",446572.804819128
"1413",332865.89246755
"1414",437936.210445145
"1415",672442.435055758
"1416",696415.456105091
"1417",407185.085281977
"1418",513898.576697661
"1419",450348.861940147
"1420",246468.576385866
"1421",526755.291501607
"1422",494186.732307972
"1423",323275.470423301
"1424",569669.932432273
"1425",1271052.80135407
"1426",489452.556493014
"1427",579441.590491488
"1428",1879894.01363489
"1429",566644.52933549
"1430",674155.795597991
"1431",423695.02073646
"1432",496378.743042885
"1433",339941.513362674
"1434",627162.887729848
"1435",915174.820029136
"1436",618869.88172036
"1437",273539.626889929
"1438",573631.477167881
"1439",282571.237591919
"1440",347678.307083674
"1441",282798.391231328
"1442",406198.52209686
"1443",184694.997218591
"1444",425637.838477088
"1445",701744.306209514
"1446",579884.345382093
"1447",662553.630349839
"1448",421688.77257227
"1449",322038.7880047
"1450",877798.124722239
"1451",326534.746249158
"1452",394167.070010965
"1453",556583.557893708
"1454",265272.406176353
"1455",304130.569476011
"1456",395483.970296519
"1457",618076.880409908
"1458",457065.970909369
"1459",380235.116364316
"1460",401315.068742456
"1461",993414.675140813
"1462",168457.402671706
"1463",357865.217321106
"1464",301823.506684389
"1465",490074.995160575
"1466",470917.367286588
"1467",612543.293915357
"1468",484290.641046821
"1469",683684.485386972
"1470",854336.266536953
"1471",331094.237243686
"1472",687055.238561862
"1473",347816.632716808
"1474",220655.164845567
"1475",438039.526739559
"1476",414015.338994119
"1477",347583.806403193
"1478",335922.524656218
"1479",503320.958235025
"1480",251455.252788679
"1481",365538.907655987
"1482",743005.657856648
"1483",571067.470779926
"1484",656517.428901921
"1485",525615.530840641
"1486",242466.405616759
"1487",358386.507481211
"1488",841986.874779244
"1489",968698.390012376
"1490",1368553.87559265
"1491",272561.183199951
"1492",572107.91136616
"1493",746700.104117612
"1494",410275.46080316
"1495",508929.618377069
"1496",265475.863701508
"1497",451839.196331578
"1498",440135.005652839
"1499",284886.174762594
"1500",2229811.52877152
"1501",269645.027644635
"1502",463359.6979856
"1503",1398037.27633137
"1504",303575.196325019
"1505",231942.397315658
"1506",441311.582296968
"1507",748105.742810353
"1508",392783.994098274
"1509",551437.836574914
"1510",565404.327413284
"1511",424719.331351338
"1512",337930.62149494
"1513",327802.616380884
"1514",278408.415834139
"1515",704188.587686744
"1516",396545.711793474
"1517",459516.74861559
"1518",455724.92635136
"1519",428778.579122056
"1520",592480.808667796
"1521",831836.823379174
"1522",261750.101097016
"1523",223586.073929724
"1524",692112.114327573
"1525",702184.250252826
"1526",190932.686340507
"1527",336787.176504181
"1528",594983.548080578
"1529",343719.769493321
"1530",293685.748297548
"1531",229753.465771462
"1532",426886.692045517
"1533",907347.443119161
"1534",388751.303151349
"1535",298604.569694358
"1536",527798.457404304
"1537",365970.648025077
"1538",421675.097077753
"1539",365063.200420747
"1540",603417.822305167
"1541",759660.768471654
"1542",638943.790463336
"1543",514690.630441838
"1544",208756.838718369
"1545",301368.359906405
"1546",2177266.92826002
"1547",600956.233222111
"1548",412038.23979682
"1549",388524.526484708
"1550",514751.635132151
"1551",367257.299775935
"1552",294259.895318624
"1553",180414.862305669
"1554",402684.869516139
"1555",204782.236098921
"1556",3199354.11146631
"1557",780011.668951053
"1558",491006.995376233
"1559",285972.581849931
"1560",338560.441514133
"1561",387110.384143538
"1562",288978.671802132
"1563",417543.726285575
"1564",492346.577645301
"1565",862697.513883926
"1566",1139692.03333616
"1567",573639.582548712
"1568",403281.219781829
"1569",1026877.43708155
"1570",1832934.46649203
"1571",556950.326223033
"1572",313978.017186869
"1573",505431.683656411
"1574",428353.210990557
"1575",535179.660053887
"1576",479535.454813837
"1577",554883.019335371
"1578",588772.783088054
"1579",477753.771080494
"1580",277046.399500809
"1581",326335.858642845
"1582",353248.042684285
"1583",247818.316257886
"1584",396597.534224952
"1585",1214524.24757775
"1586",174742.528081622
"1587",364204.099607977
"1588",1717416.02021474
"1589",310370.924043583
"1590",260565.062234969
"1591",366257.176575747
"1592",405522.430264944
"1593",264713.514466457
"1594",538521.475426583
"1595",269028.194506063
"1596",278570.431250938
"1597",238796.910612372
"1598",1032361.13277683
"1599",596122.534410702
"1600",427308.761268082
"1601",217671.819429629
"1602",290413.031468253
"1603",218853.002351628
"1604",313243.914266896
"1605",338315.419895262
"1606",666624.475126581
"1607",657261.170977847
"1608",273123.783072811
"1609",465396.929681848
"1610",303442.946838555
"1611",576128.159928146
"1612",328587.580702493
"1613",223919.975022167
"1614",349072.847001317
"1615",544003.113445439
"1616",193327.374751814
"1617",367461.11931748
"1618",943698.280233165
"1619",634726.160955546
"1620",269611.604395222
"1621",221017.497059636
"1622",864030.640043486
"1623",306011.136064681
"1624",316315.631292488
"1625",363510.267942662
"1626",292659.040791254
"1627",292823.239411348
"1628",398997.545399159
"1629",565073.606640726
"1630",740270.057845354
"1631",1271398.53932995
"1632",259056.004675736
"1633",870662.219629762
"1634",691672.947922905
"1635",432541.978022543
"1636",218251.774001136
"1637",247227.031992493
"1638",398977.002621954
"1639",565547.665460639
"1640",500694.388077228
"1641",1244105.30473781
"1642",312584.392015997
"1643",617578.921289252
"1644",647755.764901373
"1645",367644.049081078
"1646",523900.984393946
"1647",221222.908025607
"1648",1016733.30273863
"1649",338084.101019479
"1650",243871.540289888
"1651",300788.365113223
"1652",458231.830792171
"1653",240359.758160171
"1654",505391.784101706
"1655",391389.413848907
"1656",509538.618985054
"1657",319026.140982514
"1658",1348667.84711393
"1659",306884.748191383
"1660",377540.6959747
"1661",280126.125000504
"1662",362851.25686196
"1663",238633.173392048
"1664",412877.956877407
"1665",636475.102106449
"1666",512592.92581664
"1667",551235.689524117
"1668",495059.515976047
"1669",476491.083740685
"1670",1075217.22436342
"1671",257813.954006274
"1672",198675.070883981
"1673",587515.919765803
"1674",222777.89716762
"1675",336462.375899232
"1676",130309.192452358
"1677",332315.12450439
"1678",1217273.27538716
"1679",345061.294904356
"1680",601676.008302378
"1681",392220.671345394
"1682",217835.235969658
"1683",506081.267421532
"1684",236600.181082103
"1685",319436.732623307
"1686",954234.475812048
"1687",213629.930674845
"1688",575899.548309346
"1689",273891.520482936
"1690",241805.555822727
"1691",296561.99823612
"1692",280607.325446188
"1693",613860.890501851
"1694",239079.07545227
"1695",435133.9647001
"1696",359924.570594522
"1697",343280.787290449
"1698",1082398.9060713
"1699",280558.232300125
"1700",378911.433203822
"1701",423337.799604246
"1702",379465.561623242
"1703",320948.12387558
"1704",477918.214070026
"1705",362665.9831754
"1706",534549.359162745
"1707",640020.189882054
"1708",330033.204612821
"1709",485134.50267741
"1710",253487.65953533
"1711",392304.801159291
"1712",513418.940351873
"1713",480205.955550581
"1714",622551.757212092
"1715",675963.897807971
"1716",208295.935887235
"1717",586674.250044775
"1718",1274429.88017839
"1719",544679.456285126
"1720",209091.172148468
"1721",632774.050591429
"1722",902176.058055577
"1723",309858.137174534
"1724",270461.247183542
"1725",905900.579158043
"1726",533256.118388014
"1727",831648.961229021
"1728",527601.065748789
"1729",625669.330721951
"1730",457715.37289063
"1731",323461.227616659
"1732",371498.474697378
"1733",296973.206969607
"1734",494772.335566193
"1735",595212.853030471
"1736",820955.762598352
"1737",451260.995566035
"1738",729474.505759896
"1739",268613.904427533
"1740",319010.09529553
"1741",294182.00382425
"1742",308824.11631537
"1743",240940.061779141
"1744",204944.682102326
"1745",415517.389367145
"1746",336718.58285008
"1747",1137720.81661422
"1748",427142.951587404
"1749",317032.365058781
"1750",242925.347807226
"1751",358073.814325315
"1752",960364.411501067
"1753",256662.112370354
"1754",610624.174307138
"1755",396364.108060011
"1756",935292.49513937
"1757",415017.975094721
"1758",377673.786305607
"1759",540545.457676382
"1760",462486.382384004
"1761",833106.165022753
"1762",940132.761732088
"1763",410670.941449206
"1764",323601.67091655
"1765",477945.856028044
"1766",922238.195899743
"1767",560419.273455635
"1768",672063.8482803
"1769",411529.953642864
"1770",365421.766536753
"1771",244661.431682776
"1772",387414.954620789
"1773",360985.892138611
"1774",346006.593533761
"1775",754326.776841479
"1776",254986.393787831
"1777",603752.251072959
"1778",394206.159744982
"1779",232400.147490043
"1780",378012.320520377
"1781",702963.59334477
"1782",365031.859633782
"1783",794744.139496806
"1784",366468.74555606
"1785",966433.784517905
"1786",766956.729267995
"1787",412575.001057802
"1788",1366669.52958763
"1789",387700.70235901
"1790",527568.06281796
"1791",790372.576969911
"1792",709018.518009587
"1793",383859.953223713
"1794",223407.24190306
"1795",530551.189783628
"1796",980923.616170753
"1797",370315.594524542
"1798",323081.35794188
"1799",252907.794318067
"1800",993636.102735306
"1801",280785.011690174
"1802",222532.915524168
"1803",579851.422447926
"1804",382813.01285347
"1805",363107.871794246
"1806",1066642.62845879
"1807",769082.365020676
"1808",630094.946590623
"1809",272325.666587843
"1810",644253.590861696
"1811",689863.41670877
"1812",285949.578416007
"1813",1125043.59338608
"1814",1145374.52126888
"1815",7803221.44698005
"1816",240472.949566169
"1817",599173.684130635
"1818",611699.975053393
"1819",241047.183268797
"1820",709157.347969075
"1821",523438.773825271
"1822",560590.768789773
"1823",341886.864365032
"1824",289494.275865912
"1825",975181.241960486
"1826",409808.109816661
"1827",782215.553059138
"1828",159184.877005026
"1829",481454.022997143
"1830",342880.297197806
"1831",763429.302871522
"1832",219830.776654106
"1833",252334.485650647
"1834",320921.112347646
"1835",363557.274820329
"1836",321215.13470357
"1837",664861.669719648
"1838",540216.600347625
"1839",289614.918822479
"1840",697132.945648254
"1841",217837.705448539
"1842",286196.243128895
"1843",315010.187568937
"1844",415575.18114411
"1845",855935.373157135
"1846",400203.540188061
"1847",655108.234521331
"1848",337334.019099769
"1849",196086.642782426
"1850",311019.035957448
"1851",317976.656924649
"1852",312881.759822584
"1853",399283.693328227
"1854",783544.612398371
"1855",543780.015199883
"1856",423529.568614261
"1857",268174.680816597
"1858",251393.950751312
"1859",263153.728478529
"1860",484768.858753531
"1861",846099.133855017
"1862",868326.083770359
"1863",230854.913892102
"1864",255226.322210859
"1865",335602.757574306
"1866",421125.228839542
"1867",283215.914279447
"1868",453559.896027703
"1869",236318.300634852
"1870",539126.960435423
"1871",655777.152061587
"1872",401143.594378016
"1873",881865.289180523
"1874",240185.223562421
"1875",502350.254715453
"1876",304273.105353579
"1877",225668.615303382
"1878",412498.178058956
"1879",450054.276432066
"1880",512786.785598968
"1881",1196649.18329899
"1882",689898.729518826
"1883",553301.756490177
"1884",421869.832853704
"1885",406352.67698821
"1886",216160.295599547
"1887",316503.683549118
"1888",805843.910986174
"1889",832626.921900385
"1890",196024.98144817
"1891",356833.456464694
"1892",934823.822290729
"1893",495362.49360157
"1894",296335.271448614
"1895",598399.301355966
"1896",260794.443897324
"1897",794566.716234146
"1898",285839.046094996
"1899",434338.597609412
"1900",760763.486713834
"1901",374524.644768966
"1902",1377558.52705938
"1903",293405.652478499
"1904",740679.482516989
"1905",443058.957909495
"1906",386239.879235874
"1907",774644.043091756
"1908",338494.443616643
"1909",331674.804344593
"1910",642327.720002175
"1911",669663.93554263
"1912",232036.518872774
"1913",1491796.30300557
"1914",678712.982637869
"1915",335361.012025709
"1916",189027.044306853
"1917",502688.387013689
"1918",532610.143819174
"1919",475005.272305961
"1920",758923.824642108
"1921",843368.676006906
"1922",601461.096777502
"1923",206859.312417909
"1924",565659.730818646
"1925",747544.753051512
"1926",663809.661962849
"1927",259143.539127705
"1928",288820.068929545
"1929",584734.484802362
"1930",334694.983177324
"1931",569753.749808422
"1932",307040.826506
"1933",308138.410843601
"1934",704606.932994577
"1935",1112351.65831286
"1936",1074170.15727316
"1937",553088.465006182
"1938",318199.793768743
"1939",469324.513578248
"1940",170345.061289607
"1941",429894.875659301
"1942",292421.649639835
"1943",503783.51577846
"1944",546674.306589997
"1945",284477.586307964
"1946",723124.945094603
"1947",293862.062290111
"1948",667762.210921588
"1949",514639.147843614
"1950",656213.397225484
"1951",307045.928617774
"1952",663027.078860822
"1953",644035.860349881
"1954",1069299.86459894
"1955",490131.647477858
"1956",416164.334044329
"1957",291035.383114101
"1958",230537.019405124
"1959",1060670.90027378
"1960",494062.900387297
"1961",252422.822181496
"1962",783026.144430368
"1963",294425.521404567
"1964",215418.09697654
"1965",695440.195641009
"1966",739942.091010047
"1967",739256.719857166
"1968",436213.730653814
"1969",562475.753164146
"1970",489739.126472348
"1971",502872.365645171
"1972",354395.577290493
"1973",360482.593406199
"1974",638211.818104581
"1975",262392.722188997
"1976",293602.910882095
"1977",331952.961865404
"1978",478206.501917845
"1979",573712.44639638
"1980",965167.924890369
"1981",598844.897454259
"1982",502528.484773262
"1983",200649.16869155
"1984",381756.081177795
"1985",310916.507178467
"1986",779868.281445327
"1987",740469.389481828
"1988",562759.16183052
"1989",520864.402099011
"1990",661351.603593564
"1991",305924.690101185
"1992",286274.566420479
"1993",894354.285241658
"1994",466118.616277031
"1995",860846.84787667
"1996",702528.220859819
"1997",1023119.02480638
"1998",548656.052196657
"1999",298084.738589643
"2000",316334.022894514
"2001",589823.866518493
"2002",278088.039493975
"2003",609894.576786453
"2004",634688.194214275
"2005",559201.650738098
"2006",454947.896029207
"2007",472946.492738863
"2008",644352.124176064
"2009",966816.104496613
"2010",494652.931080053
"2011",252165.292935177
"2012",451672.29496309
"2013",524892.646356668
"2014",498209.658348134
"2015",163316.198809183
"2016",693983.827506084
"2017",409641.556105144
"2018",479249.852928323
"2019",307228.551664539
"2020",350203.904252822
"2021",510563.351359622
"2022",413497.27877108
"2023",356677.843564683
"2024",572250.786372134
"2025",338197.57320922
"2026",299486.793072475
"2027",376989.45871433
"2028",490933.360668281
"2029",265513.026819816
"2030",513102.637479628
"2031",421539.402740984
"2032",353195.847981843
"2033",558067.700862329
"2034",681618.535267244
"2035",365849.080235299
"2036",730739.596962015
"2037",435991.188050308
"2038",384649.440078238
"2039",473015.894112929
"2040",439911.535350522
"2041",500783.546943525
"2042",488014.795485188
"2043",680990.617032369
"2044",1506396.6334398
"2045",594756.973727118
"2046",245997.965121839
"2047",909176.820562814
"2048",403454.990704312
"2049",259312.227409159
"2050",598911.144168467
"2051",862785.691482366
"2052",664329.139405557
"2053",481147.046657292
"2054",610980.081475849
"2055",650983.380253781
"2056",323080.725852979
"2057",396860.60458103
"2058",2024895.97647086
"2059",737826.104965777
"2060",672085.875355922
"2061",351677.070129067
"2062",441750.655395684
"2063",268321.274394259
"2064",1053322.39324922
"2065",318541.978422903
"2066",582389.906282012
"2067",360409.523895852
"2068",1165555.72965689
"2069",456099.842404518
"2070",1177693.88253616
"2071",325151.079189705
"2072",519242.504361957
"2073",378991.873629729
"2074",362621.035222316
"2075",188384.794298313
"2076",521431.17640961
"2077",316961.985700073
"2078",339714.431956313
"2079",712458.156065536
"2080",474265.755479473
"2081",248650.568648122
"2082",695078.834312826
"2083",414204.037834628
"2084",528647.100093566
"2085",550550.391821445
"2086",679237.086086968
"2087",749094.519493267
"2088",414799.06291196
"2089",461587.777062272
"2090",241871.313836723
"2091",360178.155124968
"2092",606414.811151838
"2093",356709.283614531
"2094",323235.79324992
"2095",308975.084358013
"2096",369985.303915664
"2097",498710.301168352
"2098",455395.244923785
"2099",538308.670106715
"2100",267480.142429003
"2101",433212.629173818
"2102",458424.184801754
"2103",630430.914199725
"2104",220212.169686898
"2105",175658.229341127
"2106",427113.840118955
"2107",189830.401671382
"2108",438522.947490375
"2109",831982.325100832
"2110",257348.659293379
"2111",621561.468173802
"2112",596456.622640433
"2113",451786.567603032
"2114",435245.51003222
"2115",742028.989561096
"2116",1273466.94517232
"2117",300492.132773726
"2118",335326.943694838
"2119",419970.194907431
"2120",431639.531028854
"2121",1031970.10719181
"2122",1072863.60932198
"2123",997844.695741699
"2124",475443.255285249
"2125",403346.97229101
"2126",435666.578790484
"2127",368469.399751683
"2128",459885.431760461
"2129",426743.383826703
"2130",248178.894178894
"2131",496462.606192806
"2132",664589.789081102
"2133",302420.256127799
"2134",355453.044445572
"2135",308437.621947835
"2136",570161.946901224
"2137",354434.694792582
"2138",417415.618781284
"2139",1241523.24340641
"2140",146704.798240901
"2141",1209356.2700172
"2142",766138.367823961
"2143",605240.041727425
"2144",508377.563954191
"2145",478878.934759397
"2146",233722.622153477
"2147",420490.603678016
"2148",669527.047751113
"2149",420090.542831612
"2150",857099.285667959
"2151",476366.766511339
"2152",1117538.26329137
"2153",651693.468381834
"2154",479598.522274631
"2155",1199120.65162644
"2156",307101.613288423
"2157",529284.887246302
"2158",317160.32883236
"2159",262630.070732379
"2160",879245.903912581
"2161",536514.539091256
"2162",691765.653862859
"2163",318017.94302544
"2164",316543.289482542
"2165",770966.888958585
"2166",769640.510674204
"2167",404750.076594814
"2168",376370.701213348
"2169",304064.142760234
"2170",294245.596930694
"2171",665254.058463599
"2172",486378.167908277
"2173",339374.069988222
"2174",469029.963328002
"2175",640178.611859873
"2176",403172.746179756
"2177",666989.875542414
"2178",216716.645732327
"2179",215917.880775181
"2180",313881.911631063
"2181",959908.887992669
"2182",615980.515960813
"2183",590367.47204097
"2184",561074.883278476
"2185",270708.667666014
"2186",244783.712579228
"2187",691631.754660655
"2188",452253.286210104
"2189",584833.942669852
"2190",234068.195493172
"2191",373454.622161157
"2192",472804.011724128
"2193",1101021.00019607
"2194",226280.591604245
"2195",1137936.44623378
"2196",402158.682492268
"2197",1150908.05034855
"2198",613692.1041101
"2199",920897.05115772
"2200",337366.073054251
"2201",262051.648855049
"2202",364371.609885116
"2203",205192.848932687
"2204",306863.260118757
"2205",300934.869119289
"2206",243466.778048553
"2207",610963.460314555
"2208",206414.136841623
"2209",498083.654791705
"2210",771600.652721792
"2211",1864783.4452437
"2212",221571.238469039
"2213",619011.484475246
"2214",666546.082593334
"2215",255472.147300223
"2216",304801.814886365
"2217",635076.752020316
"2218",249922.846750107
"2219",297836.363343803
"2220",484044.666646119
"2221",563237.855329786
"2222",345514.353128123
"2223",501381.753883382
"2224",395222.032864522
"2225",1135236.64268841
"2226",278141.385086622
"2227",385175.016505889
"2228",556741.943528004
"2229",251041.277030099
"2230",600587.938799372
"2231",394464.028550303
"2232",556308.700422953
"2233",548975.689006825
"2234",892556.938716604
"2235",743544.549986848
"2236",538911.526004083
"2237",302630.727779353
"2238",1028472.72853885
"2239",502937.420543455
"2240",411713.682648271
"2241",199108.918563118
"2242",328209.521301128
"2243",750286.604143123
"2244",261829.004416163
"2245",195937.428228374
"2246",272759.237654023
"2247",341051.762221117
"2248",574172.946889627
"2249",812799.910080136
"2250",581319.657320469
"2251",207166.833168591
"2252",564383.819978733
"2253",1385352.99795783
"2254",271883.09654039
"2255",170594.002153874
"2256",906651.823885837
"2257",780234.161980502
"2258",692359.603662415
"2259",515144.28015114
"2260",321560.105398108
"2261",226853.60691687
"2262",443715.20879349
"2263",487199.305778031
"2264",983969.786138046
"2265",424103.562143205
"2266",480276.269343961
"2267",333003.526336715
"2268",471720.819737809
"2269",411459.486326822
"2270",205221.330779304
"2271",228398.004350237
"2272",241070.925841323
"2273",732132.941392811
"2274",554650.2601772
"2275",811602.703238333
"2276",647562.019509321
"2277",546194.838668655
"2278",680767.513170023
"2279",287610.752983669
"2280",323738.915280965
"2281",388660.325223835
"2282",445685.321725128
"2283",826092.45057363
"2284",241050.112223075
"2285",217582.031341104
"2286",469268.354080806
"2287",262094.752929161
"2288",272470.321191141
"2289",2069266.35150436
"2290",455760.11098357
"2291",149980.057690863
"2292",383260.441588639
"2293",257637.033857641
"2294",1066349.26499664
"2295",314722.475372782
"2296",833062.297267287
"2297",243361.679490021
"2298",253383.062128785
"2299",268649.024452864
"2300",345057.405691102
"2301",1017615.57631825
"2302",542863.19176274
"2303",349600.645775592
"2304",307623.715399355
"2305",329866.633604595
"2306",386984.870442002
"2307",243346.06568538
"2308",638911.314816178
"2309",308539.472848914
"2310",682217.218656149
"2311",308447.993215687
"2312",1089640.39859142
"2313",512925.614240593
"2314",787425.879294544
"2315",570206.923175316
"2316",263354.354290278
"2317",598092.507835488
"2318",922379.100891796
"2319",394587.26081557
"2320",218618.300031466
"2321",404585.663244481
"2322",439948.128212668
"2323",256814.634832002
"2324",537673.04427906
"2325",458249.295544494
"2326",625421.438692712
"2327",492535.232740409
"2328",898858.637511829
"2329",1424859.68955313
"2330",504799.793993039
"2331",671516.616614748
"2332",892891.208212752
"2333",226087.591463316
"2334",775405.36980489
"2335",398386.382210399
"2336",329580.379034655
"2337",714746.536869643
"2338",527024.208415456
"2339",911167.363597622
"2340",251760.017956434
"2341",617681.829729447
"2342",496930.773841212
"2343",415204.269379957
"2344",1162485.71232796
"2345",219978.7213228
"2346",550146.911225538
"2347",1267480.350497
"2348",693317.202625739
"2349",401207.899357246
"2350",541900.445970962
"2351",587068.108290743
"2352",1175477.59003544
"2353",685412.74358249
"2354",342220.605933459
"2355",612846.962314804
"2356",397006.551671056
"2357",626582.634659817
"2358",368929.898887236
"2359",250288.049926918
"2360",648038.928734488
"2361",819931.991026654
"2362",575979.275480751
"2363",512973.199587398
"2364",286795.568816794
"2365",380175.948167257
"2366",487628.15881546
"2367",237237.109412103
"2368",432916.204809862
"2369",225451.025596731
"2370",717688.442692184
"2371",590677.954971183
"2372",770265.626919216
"2373",315912.818177168
"2374",594923.946780415
"2375",552355.152496106
"2376",2364131.35658012
"2377",523995.220739047
"2378",1468855.13964889
"2379",669054.413163364
"2380",318477.207687407
"2381",956756.188749137
"2382",481139.76169031
"2383",212113.019639367
"2384",271422.191215123
"2385",1101830.64639162
"2386",339086.925895814
"2387",620001.801137549
"2388",142494.883316026
"2389",521250.149167332
"2390",484504.021178304
"2391",426124.019327138
"2392",759839.60553493
"2393",611199.986277626
"2394",257776.154488
"2395",332321.761623152
"2396",520277.628219879
"2397",313957.974397571
"2398",1121624.10079522
"2399",655486.359729834
"2400",307889.656793584
"2401",503124.0612431
"2402",409933.226532012
"2403",298056.393277764
"2404",1383663.34196811
"2405",441108.13876392
"2406",992258.120602037
"2407",292115.171872213
"2408",1231290.91323558
"2409",813142.605385084
"2410",386272.672814222
"2411",937196.908312878
"2412",956334.416960144
"2413",271217.711427724
"2414",410935.202176243
"2415",361999.682619875
"2416",540439.525886583
"2417",593756.739641566
"2418",2118107.5627098
"2419",341675.226300884
"2420",484283.493695198
"2421",745387.30100106
"2422",267815.083633826
"2423",268587.373330944
"2424",196637.68747389
"2425",294599.768591328
"2426",262631.116894172
"2427",978066.716097977
"2428",635916.38522203
"2429",668929.826920829
"2430",585736.771612318
"2431",222666.342296387
"2432",853327.591662579
"2433",519921.110831035
"2434",638358.255739762
"2435",299677.406701943
"2436",275104.393630202
"2437",865922.651062928
"2438",1616591.75269894
"2439",838128.544850632
"2440",347348.796534935
"2441",472923.506533056
"2442",264291.765435118
"2443",192936.836188716
"2444",429778.226061917
"2445",584933.972961948
"2446",831935.991914002
"2447",263638.41894053
"2448",684154.390902512
"2449",355387.549001624
"2450",331557.620364602
"2451",472433.965141092
"2452",352359.268275038
"2453",370279.275586493
"2454",615920.746089254
"2455",249872.732504277
"2456",579222.237271879
"2457",264521.836932734
"2458",495232.626979557
"2459",503848.014607793
"2460",558996.762632019
"2461",1778869.32911441
"2462",390250.951179289
"2463",558155.852894861
"2464",556094.325965266
"2465",389822.159064207
"2466",425148.729748896
"2467",263712.425978864
"2468",835077.540124967
"2469",1166952.23079613
"2470",756702.958520584
"2471",280784.873355667
"2472",401642.206111918
"2473",413059.017362206
"2474",615168.988624776
"2475",324547.812120609
"2476",453644.191271697
"2477",439959.774504887
"2478",1530055.71463604
"2479",654686.474334884
"2480",274551.276775111
"2481",299467.18667093
"2482",496801.045287242
"2483",422572.594112346
"2484",327807.054213341
"2485",295339.205069921
"2486",462443.854610125
"2487",274775.138605565
"2488",327943.42227386
"2489",314345.993564179
"2490",490330.638431297
"2491",448089.920750018
"2492",746504.582070812
"2493",199481.545094098
"2494",257980.724130712
"2495",524747.743016295
"2496",335608.060577891
"2497",740122.235082269
"2498",746311.583150942
"2499",193241.658907891
"2500",584900.025938133
"2501",317007.277304834
"2502",878822.796111839
"2503",233337.628979674
"2504",459760.841499999
"2505",438933.541460346
"2506",746555.749387581
"2507",283064.311265332
"2508",2866348.75677834
"2509",461449.705276986
"2510",527301.779850728
"2511",186385.701298389
"2512",324984.290843947
"2513",623564.945372741
"2514",332017.078673173
"2515",343732.944480571
"2516",347166.24732624
"2517",223133.922180674
"2518",368484.973664143
"2519",511689.953574979
"2520",427332.438815585
"2521",309939.149493144
"2522",656333.709487111
"2523",250005.607337259
"2524",557922.678084059
"2525",540703.348239529
"2526",423685.336812581
"2527",334673.89880717
"2528",435122.645963268
"2529",314145.803464861
"2530",491397.786437721
"2531",489049.854978096
"2532",573296.335141496
"2533",286411.589406596
"2534",1343969.52752615
"2535",629508.074037719
"2536",469760.163778396
"2537",376911.115080477
"2538",1151672.75420024
"2539",584890.462322233
"2540",377906.869250102
"2541",1316407.63955858
"2542",1379355.3847146
"2543",651730.44485834
"2544",400439.713049602
"2545",309236.619277594
"2546",690026.007136867
"2547",303128.787416881
"2548",998144.882952803
"2549",496450.048657597
"2550",443078.957411127
"2551",429674.103098395
"2552",267562.069560925
"2553",694658.716412753
"2554",458092.684210563
"2555",389733.214179658
"2556",440314.109564164
"2557",475150.738823773
"2558",254608.935036005
"2559",360001.187472069
"2560",258691.784449769
"2561",495570.841047579
"2562",261018.508136692
"2563",459373.396043994
"2564",604428.311972117
"2565",833086.914581604
"2566",416648.440375239
"2567",811743.15820005
"2568",686696.213453903
"2569",496214.526775062
"2570",635950.478468665
"2571",623307.292822488
"2572",324743.198249034
"2573",524472.470942527
"2574",492212.39783636
"2575",1766442.63216294
"2576",312716.283893215
"2577",758551.365306845
"2578",582313.472533494
"2579",649505.128047948
"2580",328601.102157987
"2581",1012213.57289394
"2582",259125.024996516
"2583",277877.046054264
"2584",335468.150677281
"2585",366115.545485929
"2586",580263.529311709
"2587",751349.852658967
"2588",291936.392515012
"2589",418496.704286388
"2590",424855.117133647
"2591",535443.886704433
"2592",269950.928670542
"2593",292869.02657885
"2594",617509.046215564
"2595",533461.440961054
"2596",829287.198892014
"2597",376432.152878374
"2598",492241.198501662
"2599",765061.627267293
"2600",505908.332018757
"2601",254934.368002621
"2602",270219.033203729
"2603",733100.056237862
"2604",318087.196834258
"2605",228093.757059034
"2606",723606.142780252
"2607",790982.53112892
"2608",292957.693341861
"2609",664034.193315296
"2610",751146.654597447
"2611",607858.239659135
"2612",206056.393827656
"2613",386453.962905947
"2614",369139.158773625
"2615",680581.06689285
"2616",711691.170569164
"2617",604089.543840685
"2618",1181707.95831211
